StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
01/03/2022 03:51,01/03/2022 03:55,0,100,242,1,01/03/2022 03:55,R_1QnNpQRwetRjZzw,anonymous,EN,1,PR13 : The DSM-FOUR,4,5,1,2,2,2,4,1,4,4,1,2,4,4,4,2,5,5,2,5,2,2,2,4,2,1,2,2,2,1,4,5,5,4,4,2,2,5,2,4,4,2,4,4,1,4,1,1,2,1,2,5,5,1,2,4,4,1,4,4,20,2,,1,,1,2,1
01/03/2022 03:38,01/03/2022 03:58,0,100,1185,1,01/03/2022 03:58,R_3fjZiKxb24VR4Gf,anonymous,EN,1,PR06 : psych squad,4,5,4,2,1,4,5,2,2,5,2,4,4,4,4,4,5,2,4,5,5,3,3,3,2,3,4,2,4,1,4,4,2,4,5,1,4,5,3,3,2,4,4,2,2,4,2,4,2,3,1,5,4,2,2,4,3,4,4,4,18,1,,1,,1,2,1
01/03/2022 03:56,01/03/2022 04:01,0,100,283,1,01/03/2022 04:01,R_1q8SbIofUXvKp7u,anonymous,EN,1,PR03 : Ocean's 4,5,4,3,3,1,3,5,2,2,5,2,4,5,4,5,5,2,4,4,5,3,1,2,2,2,2,3,2,2,1,5,4,4,3,5,2,3,4,4,5,4,2,5,3,2,4,4,2,2,1,3,5,4,4,1,4,4,4,5,5,34,1,,1,,1,2,1
01/03/2022 03:50,01/03/2022 04:01,0,100,620,1,01/03/2022 04:01,R_1rGgWRum4nnq6bN,anonymous,EN,1,PR14 : The Four Ventricles,2,4,4,4,5,1,4,4,4,4,2,3,5,2,4,4,2,2,1,1,2,3,4,5,1,2,4,2,5,4,4,4,2,2,2,3,2,2,1,2,2,4,5,5,1,2,4,1,4,5,3,3,4,1,3,2,4,3,1,2,18,1,,1,,3,2,1
01/03/2022 03:57,01/03/2022 04:02,0,100,319,1,01/03/2022 04:02,R_bqkTukMhuopRaXn,anonymous,EN,1,PR06 : psych squad,5,4,2,4,2,1,5,4,5,5,2,5,3,4,2,4,4,2,5,3,3,4,5,5,1,3,5,1,2,4,5,5,5,5,4,1,1,1,4,5,4,4,3,1,1,4,1,4,1,5,4,4,1,4,5,4,3,4,5,2,18,2,,1,,1,1,3
01/03/2022 03:53,01/03/2022 04:03,0,100,609,1,01/03/2022 04:03,R_1I60tzLqfTWG5Ll,anonymous,EN,1,PR12 : psychicles,4,5,5,4,5,2,5,4,4,5,2,4,4,4,3,5,5,3,3,4,2,2,5,4,1,1,5,4,4,4,2,5,3,2,3,4,1,3,5,5,4,4,4,3,2,1,1,4,1,4,4,5,2,5,4,4,5,5,3,4,19,1,,1,,1,1,2
01/03/2022 03:59,01/03/2022 04:04,0,100,281,1,01/03/2022 04:04,R_DDc8zO9my9LwfbX,anonymous,EN,1,PR14 : The Four Ventricles,5,5,1,4,4,3,5,3,2,4,1,2,5,2,3,3,1,4,2,4,4,1,2,4,2,2,3,1,4,4,2,4,5,3,4,2,2,4,3,3,4,4,5,5,3,4,1,1,2,4,2,4,4,1,3,4,5,3,4,4,18,2,,1,,1,2,1
01/03/2022 04:01,01/03/2022 04:05,0,100,267,1,01/03/2022 04:05,R_216btbCl1U8vS0M,anonymous,EN,1,PR12 : Lightning mcqueen stans,2,4,3,5,2,4,4,4,4,4,4,4,4,4,5,3,2,2,3,5,4,3,4,3,1,3,4,4,5,1,4,4,3,3,4,2,4,3,3,4,3,5,4,4,1,3,2,1,2,2,3,4,2,4,1,2,1,2,2,4,19,1,,1,,1,2,1
01/03/2022 04:00,01/03/2022 04:05,0,100,336,1,01/03/2022 04:05,R_2R4EtWS0riG3RB2,anonymous,EN,1,PR03 : Ocean's 4,1,5,3,2,1,2,5,5,2,4,4,5,4,5,1,5,5,4,5,2,4,1,4,1,4,5,5,5,2,4,5,5,4,5,3,2,2,4,4,5,1,5,4,4,4,1,5,5,1,2,4,5,2,5,2,2,4,4,5,1,26,2,,1,,2,1,1
01/03/2022 03:59,01/03/2022 04:06,0,100,428,1,01/03/2022 04:06,R_3JmAmSEUP5FikEf,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",5,5,4,4,2,2,5,4,4,4,5,4,5,2,2,3,1,4,3,4,1,2,4,4,4,4,5,4,4,4,4,4,2,4,3,3,3,4,4,3,2,2,5,4,3,3,1,4,3,2,5,4,2,3,3,4,5,4,4,2,49,2,,1,,3,3,1
01/03/2022 04:01,01/03/2022 04:07,0,100,362,1,01/03/2022 04:07,R_3s03svOJwJAiTwZ,anonymous,EN,1,PR08 : MASLOW'S MAFIA,1,4,4,1,2,2,5,5,2,4,3,3,3,5,4,4,1,4,5,5,2,3,4,1,4,5,3,4,2,2,5,3,5,5,5,4,4,4,4,2,2,4,2,1,5,2,4,2,1,2,4,4,2,4,3,4,4,4,4,4,18,2,,1,,2,1,1
01/03/2022 04:02,01/03/2022 04:08,0,100,354,1,01/03/2022 04:08,R_1ghHuYqhAyQntTB,anonymous,EN,1,PR03 : Ocean's 4,5,4,5,3,1,3,4,4,4,5,2,2,2,4,4,4,4,3,4,5,3,1,5,2,1,1,5,5,2,1,4,5,1,5,4,3,1,2,4,5,4,3,2,2,1,3,2,5,5,1,3,5,1,5,1,5,4,5,3,4,27,1,,1,,3,3,3
01/03/2022 04:03,01/03/2022 04:08,0,100,334,1,01/03/2022 04:08,R_vUng5n2YD9k3RbH,anonymous,EN,1,PR14 : The Four Ventricles,4,5,2,4,4,2,5,4,4,5,2,4,5,2,4,5,1,4,4,5,4,1,2,2,4,2,4,4,2,2,5,5,4,5,4,2,2,4,4,5,4,4,4,4,1,4,2,1,2,2,2,5,5,4,2,4,2,4,4,4,19,2,,1,,1,1,1
01/03/2022 04:01,01/03/2022 04:08,0,100,423,1,01/03/2022 04:08,R_3kcZ5bDOaMzpi9b,anonymous,EN,1,PR03 : Ocean's 4,2,5,4,1,3,3,5,3,2,3,2,2,5,4,4,4,1,3,3,3,3,1,4,3,5,4,4,1,2,2,4,5,4,5,3,3,1,3,4,3,2,5,5,2,2,2,1,3,2,2,4,5,4,4,3,3,5,2,4,2,31,2,,1,,1,2,1
01/03/2022 04:03,01/03/2022 04:09,0,100,330,1,01/03/2022 04:09,R_2isuVPdQ1gqnFaV,anonymous,EN,1,PR13 : The DSM-FOUR,2,4,4,4,4,3,5,4,5,5,2,4,3,2,5,2,1,4,3,4,4,4,5,3,1,1,1,5,4,2,2,4,1,1,5,2,4,3,2,4,3,5,4,3,2,4,1,4,3,1,2,5,1,2,1,4,4,5,2,4,44,1,,1,,3,2,2
01/03/2022 04:01,01/03/2022 04:09,0,100,483,1,01/03/2022 04:09,R_2v1U3BzI4uvbulb,anonymous,EN,1,PR03 : Ocean's 4,5,5,1,3,1,5,5,5,3,5,5,1,5,4,3,1,5,3,5,3,5,,4,3,1,5,5,4,4,1,1,5,5,2,4,4,3,5,4,5,1,4,5,5,1,5,1,1,3,1,2,5,2,2,2,4,5,1,4,3,60,2,,1,,2,1,1
01/03/2022 04:05,01/03/2022 04:10,0,100,270,1,01/03/2022 04:10,R_29c9foWJT1f5tRm,anonymous,EN,1,PR03 : The Co Dependant Variables,3,5,4,1,2,4,5,1,3,5,2,4,5,4,4,4,1,4,4,5,4,1,4,4,1,2,5,2,1,2,4,4,2,5,5,2,2,4,4,4,2,4,4,1,1,5,1,2,1,1,3,5,4,4,2,4,4,4,4,4,20,2,,3,,1,2,2
01/03/2022 04:03,01/03/2022 04:11,0,100,432,1,01/03/2022 04:11,R_31Z1Db1UeK8ezKq,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",3,3,1,4,3,2,4,1,4,4,2,2,4,2,4,4,1,5,2,3,2,1,4,5,4,2,4,2,4,3,4,4,5,2,3,4,1,4,2,4,4,4,4,5,3,3,2,1,3,3,3,5,4,1,3,3,4,2,2,4,52,4,,6,,2,2,1
01/03/2022 04:05,01/03/2022 04:11,0,100,313,1,01/03/2022 04:11,R_2ZHTzOpuCGgOOfl,anonymous,EN,1,PR03 : Ocean's 4,4,5,5,1,1,2,5,3,2,4,2,4,3,4,2,3,4,1,5,4,1,2,5,2,2,4,4,5,4,2,5,3,1,4,4,5,2,2,4,4,4,4,5,2,4,5,1,5,1,2,5,5,2,3,2,2,3,5,3,3,32,1,,3,,3,1,2
01/03/2022 04:04,01/03/2022 04:11,0,100,456,1,01/03/2022 04:11,R_1Kmb4uoNOepmPjk,anonymous,EN,1,PR03 : Ocean's 4,4,5,4,4,4,4,5,1,1,4,2,1,4,4,1,2,5,4,4,5,2,1,4,1,4,4,5,4,1,5,4,2,2,5,4,5,1,4,4,2,4,4,4,4,4,5,1,2,4,3,4,5,2,1,4,4,5,4,4,4,69,2,,,,3,1,
01/03/2022 04:05,01/03/2022 04:12,0,100,391,1,01/03/2022 04:12,R_3dFgIkHYvkAUuB1,anonymous,EN,1,PR03 : Ocean's 4,4,5,1,1,5,1,4,4,2,4,2,4,4,5,2,4,1,5,4,3,1,4,2,1,2,5,5,4,2,4,4,4,5,5,2,4,4,5,5,4,3,4,5,1,2,4,4,1,,4,5,5,2,5,4,2,4,5,5,2,32,2,,1,,1,2,3
01/03/2022 04:05,01/03/2022 04:13,0,100,486,1,01/03/2022 04:13,R_123e78Shx9eV5i7,anonymous,EN,1,PR03 : Ocean's 4,4,5,2,4,2,4,5,3,4,4,1,2,4,3,4,3,1,3,2,4,2,1,3,4,4,3,5,3,3,2,4,4,3,4,4,3,1,4,2,4,3,2,4,3,2,4,1,2,3,3,5,5,3,2,2,4,4,3,3,3,31,2,,1,,1,1,1
01/03/2022 04:09,01/03/2022 04:14,0,100,293,1,01/03/2022 04:14,R_3Iazay6KTPtO1Tf,anonymous,EN,1,PR03 : Ocean's 4,4,5,2,2,3,4,5,2,2,4,2,3,4,4,4,3,5,4,3,3,4,4,4,2,5,3,5,4,2,3,3,5,4,4,3,3,1,4,4,5,4,1,4,2,4,4,1,1,2,3,3,5,4,4,3,3,4,4,4,2,31,2,,1,,,,1
01/03/2022 04:11,01/03/2022 04:15,0,100,200,1,01/03/2022 04:15,R_2WAJhYmQzK6vt7k,anonymous,EN,1,PR02 : GJLPsychs,5,5,4,4,2,4,5,4,4,5,2,4,4,1,5,2,1,2,1,5,4,1,5,5,2,2,5,5,4,2,2,5,2,4,2,2,2,4,2,5,4,4,5,5,1,5,4,4,4,4,4,5,4,1,4,4,5,4,1,4,19,2,,1,,1,2,1
01/03/2022 03:09,01/03/2022 04:16,0,100,4021,1,01/03/2022 04:16,R_12SBJ8SKi0WK8cZ,anonymous,EN,1,PR14 : The Four Ventricles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:10,01/03/2022 04:16,0,100,364,1,01/03/2022 04:16,R_3MtJN9Pwgaoiv6I,anonymous,EN,1,PR03 : Ocean's 4,5,5,5,4,2,4,5,2,4,5,2,3,4,4,4,2,1,4,4,4,2,1,5,1,5,4,2,4,4,2,5,4,4,4,2,5,2,2,4,5,4,4,5,5,4,5,1,4,2,2,4,5,5,2,5,4,5,5,2,4,35,2,,1,,1,1,1
01/03/2022 04:12,01/03/2022 04:17,0,100,311,1,01/03/2022 04:17,R_3oMZRWb9O6quZG6,anonymous,EN,1,PR03 : Ocean's 4,3,5,4,1,5,1,4,4,1,4,2,4,3,5,3,4,2,4,4,5,4,3,5,1,2,4,4,3,2,1,4,4,2,5,5,2,4,5,5,5,1,5,4,2,1,4,2,4,1,1,1,3,2,5,1,2,1,5,4,5,22,2,,3,,2,3,1
01/03/2022 04:13,01/03/2022 04:18,0,100,270,1,01/03/2022 04:18,R_1I3PJgrrBjtU2AE,anonymous,EN,1,PR08 : MASLOW'S MAFIA,2,4,1,1,3,3,4,4,2,4,2,4,3,5,3,4,3,5,3,4,4,2,4,3,3,2,4,2,2,2,4,4,4,5,3,3,4,5,4,5,3,3,4,2,2,3,2,1,1,5,3,4,4,4,4,4,3,3,5,3,18,2,,1,,1,2,5
25/02/2022 10:59,01/03/2022 04:18,0,100,321532,1,01/03/2022 04:18,R_5pyGmsK7vlq6iFH,anonymous,EN,1,PR01 : Screenagers,2,5,4,1,4,1,5,5,5,5,4,4,2,3,4,4,1,4,3,3,2,1,5,1,1,4,3,1,1,4,5,4,1,5,4,3,1,2,5,5,3,2,4,1,3,3,1,5,1,3,4,5,4,5,3,2,3,2,5,2,19,2,,1,,1,3,1
01/03/2022 04:13,01/03/2022 04:18,0,100,347,1,01/03/2022 04:18,R_DdUK8nnD9APQkGB,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,4,5,5,4,2,4,5,4,4,2,2,3,4,4,2,1,2,3,4,2,4,5,2,2,1,5,4,2,4,4,5,2,2,4,5,4,2,4,4,4,2,2,2,2,4,3,5,4,2,2,4,4,4,1,5,5,5,4,3,19,1,,1,,2,2,1
01/03/2022 04:15,01/03/2022 04:19,0,100,231,1,01/03/2022 04:19,R_2trJZ7dL86z4Upe,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",5,5,1,5,2,5,5,1,5,5,2,4,5,1,3,2,2,4,1,4,5,2,2,5,2,2,4,2,4,2,2,5,5,2,5,2,3,5,1,5,4,4,5,5,1,4,2,1,5,3,2,5,5,2,2,5,4,2,4,5,19,2,,3,,2,2,1
01/03/2022 04:14,01/03/2022 04:20,0,100,371,1,01/03/2022 04:20,R_2YVU6vGGQObHhjo,anonymous,EN,1,PR01 : Screenagers,4,2,2,4,1,3,2,1,5,5,1,5,4,4,4,1,4,5,4,4,2,1,5,5,2,1,2,4,5,1,2,2,4,2,5,2,5,5,1,4,5,3,4,4,1,4,5,2,4,5,4,5,5,1,5,5,3,5,1,4,18,2,,1,,2,1,4
01/03/2022 04:14,01/03/2022 04:21,0,100,429,1,01/03/2022 04:21,R_3O97qn5j0OZEfFI,anonymous,EN,1,PR03 : The Freud Eggs,5,4,3,2,2,4,4,3,5,4,2,4,4,2,4,1,1,3,4,5,4,4,4,4,1,1,4,3,4,2,2,3,2,4,5,2,1,4,2,4,4,4,4,4,2,5,1,3,2,1,2,4,5,2,1,5,4,2,4,4,19,1,,1,,1,1,1
01/03/2022 04:15,01/03/2022 04:21,0,100,357,1,01/03/2022 04:21,R_24zNE3vL4im2OTO,anonymous,EN,1,PR06 : psych squad,1,2,4,3,1,2,4,2,3,2,3,3,3,4,3,5,2,3,4,5,2,3,2,2,1,4,2,3,3,1,5,3,2,4,4,3,5,4,5,4,3,4,3,5,3,2,4,4,3,1,3,4,5,4,1,3,2,3,2,3,19,1,,6,,1,1,3
01/03/2022 04:18,01/03/2022 04:23,0,100,293,1,01/03/2022 04:23,R_2zdTbK1j4dl4na4,anonymous,EN,1,PR01 : Screenagers,2,4,2,1,4,1,4,5,2,4,4,3,2,5,1,4,5,4,3,4,1,1,5,2,4,4,5,4,1,2,5,3,4,5,4,4,1,1,5,4,2,3,4,1,4,4,2,1,5,2,5,4,1,4,4,2,4,2,5,1,18,2,,1,,2,3,1
22/02/2022 04:22,22/02/2022 04:24,0,27,84,0,01/03/2022 04:24,R_210vsrjray7kTdx,anonymous,EN,1,PR02 : Psych up your life!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:21,01/03/2022 04:25,0,100,242,1,01/03/2022 04:25,R_D99gNf8wtHHEJXz,anonymous,EN,1,PR04 : The Philip ZimbardHoes,4,4,3,2,4,4,5,3,4,5,3,3,5,4,3,2,2,3,4,3,4,3,4,4,2,1,5,4,2,4,4,4,3,4,3,3,3,4,4,4,3,4,5,3,4,4,2,2,4,3,3,4,4,4,4,4,5,4,4,4,18,2,,1,,1,2,1
01/03/2022 04:21,01/03/2022 04:25,0,100,289,1,01/03/2022 04:25,R_3oGzEzlAXScJUyK,anonymous,EN,1,PR06 : psych squad,3,4,5,4,2,3,4,4,4,4,2,4,4,4,4,5,5,3,3,4,4,3,4,5,1,5,3,4,4,2,5,4,2,1,3,3,4,4,3,5,2,3,4,4,3,3,4,4,4,4,2,4,4,4,3,4,3,5,2,3,18,1,,1,,0,,2
01/03/2022 04:20,01/03/2022 04:26,0,100,334,1,01/03/2022 04:26,R_pu76JmT1sXFaNSV,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,5,1,3,4,3,5,2,4,5,2,4,5,4,4,3,1,5,3,3,3,3,2,2,3,3,4,1,2,4,3,4,5,5,3,3,2,5,5,4,2,4,4,4,2,5,1,1,2,4,4,5,5,3,4,3,4,3,4,4,49,2,,1,,2,3,1
01/03/2022 04:22,01/03/2022 04:26,0,100,272,1,01/03/2022 04:26,R_3ncJSGyC3CLe476,anonymous,EN,1,PR03 : Ocean's 4,5,5,5,4,5,5,5,4,4,4,4,5,5,1,2,2,5,2,5,4,4,1,4,2,4,5,4,5,1,4,5,5,1,5,5,5,1,4,5,5,2,4,2,4,2,5,1,5,1,4,4,5,4,4,5,2,4,5,5,1,31,2,,1,,3,,1
22/02/2022 04:27,22/02/2022 04:27,0,18,6,0,01/03/2022 04:27,R_3D6bOUcAv276Tjq,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2022 04:30,22/02/2022 04:30,0,18,5,0,01/03/2022 04:30,R_3lxWsF8uDY4kE2P,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:22,01/03/2022 04:31,0,100,554,1,01/03/2022 04:31,R_3hbCBpjFKydDmqG,anonymous,EN,1,PR06 : psych squad,2,3,4,5,4,4,4,5,4,5,2,4,5,2,4,4,3,2,4,3,4,2,4,4,1,1,5,4,5,2,4,3,1,3,4,4,2,2,2,4,4,3,4,5,2,4,4,2,2,2,3,4,2,2,1,4,3,4,1,3,21,1,,1,,3,4,1
22/02/2022 04:32,22/02/2022 04:32,8,18,5,0,01/03/2022 04:32,R_24GFOb5o6yeabNz,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:26,01/03/2022 04:32,0,100,339,1,01/03/2022 04:32,R_2xYl1SSXoY3cTxW,anonymous,EN,1,PR13 : The Brainstemers,2,5,1,2,4,4,5,3,4,4,3,4,4,5,3,3,2,5,4,3,4,4,3,2,3,4,3,3,3,3,4,4,5,5,3,2,2,5,4,4,4,4,5,3,4,3,1,2,2,3,4,5,5,4,3,5,3,4,4,3,33,2,,1,,4,3,1
01/03/2022 04:26,01/03/2022 04:32,0,100,345,1,01/03/2022 04:32,R_1rkvFtqcK8ExD2D,anonymous,EN,1,PR03 : The Freud Eggs,2,5,5,1,1,3,5,4,4,5,2,2,2,4,4,1,1,2,5,5,2,4,5,4,1,4,5,4,2,1,4,4,4,5,5,2,2,2,2,4,4,2,4,2,1,4,2,2,2,1,4,4,2,4,5,4,5,4,5,5,18,1,,3,,0,,3
25/02/2022 19:14,25/02/2022 19:19,0,100,292,1,25/02/2022 19:19,R_1ewv6iy3MuoR4nL,anonymous,EN,1,PR12 : DSM IV,1,5,5,2,3,2,5,2,1,5,4,5,4,5,4,4,1,2,5,4,4,1,4,1,1,5,4,2,1,2,5,5,1,5,4,2,1,2,5,5,1,5,4,3,1,2,1,5,1,2,2,5,3,5,1,3,2,3,5,5,36,3,Non-binary,4,,1,2,1
01/03/2022 04:30,01/03/2022 04:33,0,100,207,1,01/03/2022 04:33,R_PNlImMyvtNMKggx,anonymous,EN,1,PR03 : The Freud Eggs,5,4,4,1,1,4,4,4,3,4,1,5,5,5,5,1,1,2,4,4,4,5,1,5,1,4,5,4,1,2,4,5,2,5,2,2,1,5,3,5,2,5,5,2,1,4,4,2,1,1,3,5,4,3,1,4,1,4,5,5,21,1,,1,,1,1,1
01/03/2022 04:24,01/03/2022 04:34,0,100,619,1,01/03/2022 04:34,R_3qaMFMMZfdtcdxu,anonymous,EN,1,PR03 : Ocean's 4,4,5,4,2,2,5,5,4,2,5,4,1,4,5,5,4,1,2,5,5,5,2,5,4,2,4,5,4,1,1,2,5,2,5,5,2,1,2,4,5,4,4,4,2,1,5,1,2,1,1,2,5,2,4,2,5,5,2,5,5,37,2,,1,,1,1,1
01/03/2022 04:29,01/03/2022 04:35,0,100,317,1,01/03/2022 04:35,R_1Ii4OMGmcDxyorJ,anonymous,EN,1,PR06 : psych squad,5,4,4,2,2,4,5,4,2,3,2,3,4,1,4,1,2,4,4,4,5,5,5,1,2,3,3,4,1,4,3,4,2,4,5,2,4,4,5,3,4,4,4,1,2,5,2,2,1,2,2,5,3,4,2,4,2,4,5,4,20,2,,1,,1,1,4
01/03/2022 04:27,01/03/2022 04:35,0,100,470,1,01/03/2022 04:35,R_3NV83QahBA5LTAn,anonymous,EN,1,PR03 : Ocean's 4,2,4,1,2,1,4,5,2,4,5,2,4,5,4,4,4,1,5,4,5,2,4,4,2,1,5,1,1,4,2,5,5,4,4,4,2,2,5,4,5,2,4,5,5,2,4,2,2,2,3,2,5,5,4,4,2,2,1,2,2,48,2,,1,,2,3,1
01/03/2022 04:30,01/03/2022 04:36,0,100,363,1,01/03/2022 04:36,R_3dDLkqWyQKfpS3s,anonymous,EN,1,PR03 : The Freud Eggs,5,5,5,2,1,5,5,3,4,5,1,2,5,2,4,1,5,2,2,5,5,1,5,4,1,1,5,3,5,1,2,5,2,4,5,1,1,4,2,5,4,3,4,4,1,5,1,2,3,1,1,5,2,2,2,1,5,4,2,4,20,1,,1,,1,1,2
01/03/2022 04:29,01/03/2022 04:37,0,100,486,1,01/03/2022 04:37,R_3qmp69Du0lGysMT,anonymous,EN,1,PR08 : Pinker Freud,5,4,3,5,1,1,5,1,5,4,4,2,1,1,4,1,5,1,2,1,2,1,3,5,1,2,5,4,5,4,1,5,5,1,2,4,2,3,1,1,5,4,5,5,1,5,1,1,5,5,3,5,3,1,3,4,5,4,1,3,19,1,,1,,3,2,4
22/02/2022 04:36,22/02/2022 04:38,0,27,108,0,01/03/2022 04:38,R_3hF2qsVDQjOrGG3,anonymous,EN,1,PR02 : Psych up your life!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:34,01/03/2022 04:38,0,100,271,1,01/03/2022 04:38,R_1prmEpcY1XOto1u,anonymous,EN,1,PR13 : Pink Freud,5,5,2,5,4,5,5,3,5,4,1,4,5,1,2,1,1,3,2,4,3,1,2,4,3,1,5,5,5,2,2,5,4,1,5,1,2,4,2,4,5,1,5,5,1,5,5,1,4,1,2,5,2,3,3,5,5,5,2,5,24,1,,1,,3,4,1
01/03/2022 04:30,01/03/2022 04:38,0,100,474,1,01/03/2022 04:38,R_3qDs0Qpn6iOn3s1,anonymous,EN,1,PR03 : Ocean's 4,1,4,1,2,1,5,5,5,1,5,4,4,5,5,3,4,5,5,5,5,4,3,5,1,1,5,2,5,1,1,5,4,5,5,5,2,4,4,5,5,1,5,5,1,1,1,4,1,1,3,5,5,5,4,3,3,2,5,5,3,31,1,,1,,2,2,4
22/02/2022 04:37,22/02/2022 04:38,0,27,81,0,01/03/2022 04:38,R_WB8mQ9HNJpinEjL,anonymous,EN,1,PR04 : Citalopramadrama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:29,01/03/2022 04:39,0,100,569,1,01/03/2022 04:39,R_CZx59VNG0ZLrRpn,anonymous,EN,1,PR12 : DSM IV,1,4,5,1,5,1,5,5,1,4,5,2,1,5,5,5,1,2,5,4,1,2,5,1,4,1,2,4,1,5,5,4,1,5,3,2,1,1,5,5,1,4,4,1,5,1,4,4,1,4,5,5,4,5,3,1,2,4,5,1,18,2,,4,,5,2,3
01/03/2022 04:26,01/03/2022 04:39,0,100,775,1,01/03/2022 04:39,R_cJ7P2RWlAUZjpOV,anonymous,EN,1,PR03 : Ocean's 4,4,5,4,2,4,2,4,4,2,4,4,4,4,4,4,4,2,4,5,4,4,4,4,2,4,5,4,4,2,4,5,4,2,4,5,4,4,4,4,4,2,4,5,1,2,4,2,4,2,4,4,4,5,4,4,4,2,5,4,4,38,2,,1,,1,,1
01/03/2022 04:37,01/03/2022 04:41,0,100,240,1,01/03/2022 04:41,R_2YbIYhszMMtgph6,anonymous,EN,1,PR06 : psych squad,2,4,1,4,4,2,4,4,2,2,2,5,4,2,4,4,1,4,4,1,2,1,2,1,2,2,5,4,2,2,5,4,4,4,4,2,2,4,5,4,2,5,4,5,4,2,4,2,2,2,4,4,4,4,5,4,3,4,1,1,19,1,,1,,2,1,1
01/03/2022 04:36,01/03/2022 04:43,0,100,430,1,01/03/2022 04:43,R_1geCJxruxawHfc8,anonymous,EN,1,PR08 : The Control Group,3,5,4,2,5,3,5,1,5,1,2,2,4,4,4,4,5,4,4,4,3,2,2,4,1,4,4,1,2,2,4,4,4,5,5,4,1,4,2,5,2,5,5,2,2,4,1,1,2,5,2,5,5,2,3,5,2,4,4,4,20,2,,1,,2,1,1
01/03/2022 04:36,01/03/2022 04:44,0,100,438,1,01/03/2022 04:44,R_bI2KWTh6tosQuiZ,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,4,5,5,2,2,4,5,4,4,4,4,5,2,3,2,4,2,4,5,2,2,5,3,2,4,4,4,5,2,4,3,2,4,5,3,4,1,2,4,1,4,4,4,3,4,2,4,2,2,5,4,3,2,2,1,2,5,1,4,20,1,,1,,1,2,1
25/02/2022 07:21,01/03/2022 04:45,0,100,336191,1,01/03/2022 04:45,R_1LRQRCS96lRWZpb,anonymous,EN,1,PR13 : Pavlov's Puppies,4,5,1,1,4,4,5,4,2,4,2,4,5,4,1,3,5,4,3,1,1,2,4,3,1,4,3,3,2,4,5,5,3,5,1,4,1,4,4,5,3,4,4,2,3,4,1,3,1,5,4,5,4,3,4,4,3,2,4,2,18,2,,1,,1,1,1
01/03/2022 04:39,01/03/2022 04:45,0,100,373,1,01/03/2022 04:45,R_2dsau7nWSflQJZ2,anonymous,EN,1,PR12 : DSM IV,1,4,4,2,4,4,4,5,2,4,2,4,3,5,4,4,2,2,5,2,2,4,4,1,2,5,2,4,1,4,5,4,2,5,4,4,4,3,5,4,2,5,4,2,2,2,4,4,1,4,4,4,3,4,2,4,3,5,5,2,29,2,,4,,2,,3
